source,document,if_literary,target,score,model,pair,len_source
"Kayel clearly didn't agree with Nyssi, he looked less black than normal and his claws had dug into Thassalin's back to the point that he'd made the Thraki bleed, but Thassalin clearly didn't seem to care. That being said, Thassalin had realized he had scared his new friends and found a clearing to land in.
","literary	test-en-literary_fight_above_the_trees_chunk_1_words_996
",True,"ケイエルは明らかにニシに同意していなかった。彼は通常よりも黒く見えず、爪はタサリンの背中に食い込んでトラキを出血させていたが、タサリンは明らかに気にしていないようだった。そうは言っても、タサリンは新しい友人たちを怖がらせたことに気づき、着陸できる空き地を見つけた。
",0.95,ONLINE-B,en-ja,55
"""I APOLOGIZE BUT I PICKED UP A SCENT. I HAD TO DEAL WITH IT!""
","literary	test-en-literary_fight_above_the_trees_chunk_1_words_996
",True,"「申し訳ありませんが、匂いを嗅いでしまいました。対処するしかありませんでした！」
",0.895,ONLINE-B,en-ja,14
"""Did you have to drag us along as well?"" Tenuk snapped as he climbed off Thassalin's back, sliding down his tail. ""And we left Retvik behind! We abandoned our big, strong, fighty guy! How is he going to get to us?""
","literary	test-en-literary_fight_above_the_trees_chunk_1_words_996
",True,"「私たちも一緒に引っ張っていかなければならなかったのか？」テヌクはタサリンの背中から降り、尻尾を滑り降りながら怒鳴った。「そして私たちはレトヴィクを後にした！私たちは大きくて強くて闘志旺盛な男を置き去りにした！彼はどうやって私たちのところに来るつもりだ？」
",0.965,ONLINE-B,en-ja,41
"""He'll work it out..."" Nyssi tutted. ""Retvik's slow but he's not stupid.""
","literary	test-en-literary_fight_above_the_trees_chunk_1_words_996
",True,"「彼なら何とかしてくれるよ...」ニシは舌打ちした。「レトヴィクは鈍いけど、バカじゃないわ。」
",0.99,ONLINE-B,en-ja,12
"Nyssi blinked and turned back to Tenuk. ""Of course he can drive.""
","literary	test-en-literary_fight_above_the_trees_chunk_1_words_996
",True,"ニシは瞬きをして、テヌクの方を振り返った。「もちろん、彼は運転できるわよ。」
",0.99,ONLINE-B,en-ja,12
"No, clearly not. The creature just hissed and tried to fly directly into Thassalin. Thankfully, despite his size, Thassalin was nimble enough to get out of the way, but Nyssi couldn't help but scream as she very nearly lost her grip on Thassalin's overly smooth scales.
","literary	test-en-literary_fight_above_the_trees_chunk_2_words_991
",True,"いいえ、明らかに違います。その生き物はただシューッという音を立てて、タサリンに向かってまっすぐに飛んで行こうとしました。ありがたいことに、その大きさにもかかわらず、タサリンは身をかわすほど機敏でしたが、ニッシィはタサリンの非常に滑らかな鱗を掴むのが危うく失敗しそうになったので、叫ばずにはいられませんでした。
",0.99,ONLINE-B,en-ja,46
"Thassalin hissed, then circled round, closer to the mountain he called home. The dark beast followed, but somewhat panicked as a blast of fire hit it from behind. The creature hadn't realised it was no longer alone. It panicked further as Thassalin slowed down then thwacked his tail into the side of the beast's head, knocking it off course.
","literary	test-en-literary_fight_above_the_trees_chunk_2_words_991
",True,"タサリンはシューッという音を立て、自分の故郷と呼んでいる山に近づいて回り込んだ。黒い獣は後を追ったが、背後から火の爆発が襲い、少々パニックになった。獣は自分がもう一人ではないことに気づいていなかった。タサリンが速度を落とし、尻尾を獣の頭の側面に叩きつけて進路を逸らすと、獣はさらにパニックになった。
",0.98,ONLINE-B,en-ja,59
"Snarling and hissing, the creature flew upwards, spitting into the air. Everything suddenly went dark, as if the monster was sucking the light from the sky itself, replacing it with a cloud of perpetual night.
","literary	test-en-literary_fight_above_the_trees_chunk_2_words_991
",True,"うなり声とシューという音を立てながら、その生き物は空中に唾を吐きながら上空に飛び上がりました。まるで怪物が空自体から光を吸い取り、永遠の夜の雲に置き換えたかのように、すべてが突然暗くなりました。
",0.985,ONLINE-B,en-ja,35
"No longer able to see, Thassalin tried to retreat, but found himself scraping against the top of the treeline, before crashing into a clearing. The creature seemed to know exactly where Thassalin had fallen and headed straight for him, taking the dark cloud with it.
","literary	test-en-literary_fight_above_the_trees_chunk_2_words_991
",True,"もはや何も見えなくなったタサリンは後退しようとしたが、木の頂上に擦れて空き地に墜落した。その生き物はタサリンがどこに落ちたかを正確に知っているようで、暗い雲を巻き込んでまっすぐ彼に向かってきた。
",0.99,ONLINE-B,en-ja,45
"""Kayel!"" Tenuk exclaimed as he glided out of the cloud and began circling, trying to spot Nyssi and Thassalin in the darkness below. ""What do we do? Kayel..? Kayel, where are you?""
","literary	test-en-literary_fight_above_the_trees_chunk_2_words_991
",True,"「ケイエル！」テヌクは雲から滑り出て旋回し、暗闇の中でニシとタサリンを見つけようとしながら叫んだ。「どうする？ケイエル…？ケイエル、どこにいるの？」
",0.97,ONLINE-B,en-ja,32
